Patient ID: 74, Timestamp: 1746967358911, Label: ECG, Data: -0.015754274823962543
Patient ID: 30, Timestamp: 1746967358912, Label: ECG, Data: -0.5001286509673966
Patient ID: 98, Timestamp: 1746967358909, Label: ECG, Data: -0.13037043850222702
Patient ID: 66, Timestamp: 1746967358883, Label: ECG, Data: 0.3511420568855361
Patient ID: 6, Timestamp: 1746967358897, Label: ECG, Data: 0.650079615573664
Patient ID: 71, Timestamp: 1746967358892, Label: ECG, Data: 0.2636583107613481
Patient ID: 7, Timestamp: 1746967358894, Label: ECG, Data: -0.2811104494902982
Patient ID: 37, Timestamp: 1746967358891, Label: ECG, Data: 0.16714890380748681
Patient ID: 48, Timestamp: 1746967358891, Label: ECG, Data: -0.5282731843879878
Patient ID: 63, Timestamp: 1746967358926, Label: ECG, Data: 0.13947886829889253
Patient ID: 25, Timestamp: 1746967358928, Label: ECG, Data: -0.10099906897121577
Patient ID: 36, Timestamp: 1746967358932, Label: ECG, Data: 0.23127760082374177
Patient ID: 100, Timestamp: 1746967358933, Label: ECG, Data: -0.20796014161095153
Patient ID: 55, Timestamp: 1746967358945, Label: ECG, Data: -0.4966336719373645
Patient ID: 19, Timestamp: 1746967358946, Label: ECG, Data: -0.4835991591654697
Patient ID: 31, Timestamp: 1746967358946, Label: ECG, Data: 0.15682266467536635
Patient ID: 54, Timestamp: 1746967358946, Label: ECG, Data: -0.5252860301239592
Patient ID: 51, Timestamp: 1746967358946, Label: ECG, Data: 0.1642757500803235
Patient ID: 61, Timestamp: 1746967359880, Label: ECG, Data: -0.32430934888164664
Patient ID: 66, Timestamp: 1746967359884, Label: ECG, Data: -0.36342595550310364
Patient ID: 9, Timestamp: 1746967359889, Label: ECG, Data: 0.4602702292925491
Patient ID: 76, Timestamp: 1746967359890, Label: ECG, Data: 0.6358674833833337
Patient ID: 37, Timestamp: 1746967359891, Label: ECG, Data: -0.4596326600097043
Patient ID: 48, Timestamp: 1746967359892, Label: ECG, Data: 0.17482350663744806
Patient ID: 71, Timestamp: 1746967359892, Label: ECG, Data: 0.16914179041690305
Patient ID: 7, Timestamp: 1746967359896, Label: ECG, Data: -0.08920619419552461
Patient ID: 6, Timestamp: 1746967359911, Label: ECG, Data: 0.4318571677223196
Patient ID: 14, Timestamp: 1746967359911, Label: ECG, Data: -0.47654100727694043
Patient ID: 65, Timestamp: 1746967359911, Label: ECG, Data: -0.5249079447732978
Patient ID: 84, Timestamp: 1746967359912, Label: ECG, Data: -0.2363225836717611
Patient ID: 74, Timestamp: 1746967359912, Label: ECG, Data: 0.23956385592710616
Patient ID: 98, Timestamp: 1746967359912, Label: ECG, Data: 0.5211588099169027
Patient ID: 30, Timestamp: 1746967359913, Label: ECG, Data: 0.659873486596059
Patient ID: 8, Timestamp: 1746967359913, Label: ECG, Data: -0.4067940650425143
Patient ID: 12, Timestamp: 1746967359919, Label: ECG, Data: 0.49619533220605766
Patient ID: 94, Timestamp: 1746967359919, Label: ECG, Data: -0.5502377063349
Patient ID: 63, Timestamp: 1746967359927, Label: ECG, Data: -0.4779362028905402
Patient ID: 25, Timestamp: 1746967359929, Label: ECG, Data: -0.013483416856636992
Patient ID: 36, Timestamp: 1746967359942, Label: ECG, Data: -0.01826329954528829
Patient ID: 100, Timestamp: 1746967359942, Label: ECG, Data: 0.2753451826972282
Patient ID: 80, Timestamp: 1746967359942, Label: ECG, Data: -0.023762109245606795
Patient ID: 4, Timestamp: 1746967359942, Label: ECG, Data: -0.07299538636020769
Patient ID: 47, Timestamp: 1746967359942, Label: ECG, Data: -0.14535750654229251
Patient ID: 26, Timestamp: 1746967359942, Label: ECG, Data: 0.11507790823784753
Patient ID: 28, Timestamp: 1746967359942, Label: ECG, Data: 0.24821952371912492
Patient ID: 45, Timestamp: 1746967359947, Label: ECG, Data: -0.32936702922043565
Patient ID: 55, Timestamp: 1746967359947, Label: ECG, Data: 0.2659912332866675
Patient ID: 85, Timestamp: 1746967359947, Label: ECG, Data: -0.22445315308369568
Patient ID: 58, Timestamp: 1746967359947, Label: ECG, Data: 0.5363027633885386
Patient ID: 34, Timestamp: 1746967359947, Label: ECG, Data: 0.3453046234129742
Patient ID: 19, Timestamp: 1746967359948, Label: ECG, Data: -0.24555098608278933
Patient ID: 70, Timestamp: 1746967359948, Label: ECG, Data: 0.04886313926195775
Patient ID: 31, Timestamp: 1746967359950, Label: ECG, Data: -0.21816503899488046
Patient ID: 2, Timestamp: 1746967359953, Label: ECG, Data: 0.5126892518890164
Patient ID: 54, Timestamp: 1746967359953, Label: ECG, Data: 0.7111896748753158
Patient ID: 93, Timestamp: 1746967359953, Label: ECG, Data: 0.40447035674506143
Patient ID: 27, Timestamp: 1746967359954, Label: ECG, Data: 0.5427083566381434
Patient ID: 51, Timestamp: 1746967359953, Label: ECG, Data: 0.746994479060781
Patient ID: 82, Timestamp: 1746967359954, Label: ECG, Data: 0.2958323739389498
Patient ID: 61, Timestamp: 1746967360881, Label: ECG, Data: 0.060730488561867454
Patient ID: 89, Timestamp: 1746967360881, Label: ECG, Data: 0.41020577863308544
Patient ID: 66, Timestamp: 1746967360886, Label: ECG, Data: 0.3758951803910179
Patient ID: 41, Timestamp: 1746967360888, Label: ECG, Data: 0.4796733863836417
Patient ID: 9, Timestamp: 1746967360888, Label: ECG, Data: -0.06265996594554221
Patient ID: 76, Timestamp: 1746967360890, Label: ECG, Data: 0.31072582963214623
Patient ID: 97, Timestamp: 1746967360890, Label: ECG, Data: 0.245129919484135
Patient ID: 37, Timestamp: 1746967360891, Label: ECG, Data: -0.3008119019037947
Patient ID: 48, Timestamp: 1746967360891, Label: ECG, Data: 0.5655824666131254
Patient ID: 38, Timestamp: 1746967360891, Label: ECG, Data: -0.20553685530443147
Patient ID: 71, Timestamp: 1746967360897, Label: ECG, Data: -0.11025791617852192
Patient ID: 62, Timestamp: 1746967360897, Label: ECG, Data: -0.2664697839731677
Patient ID: 56, Timestamp: 1746967360897, Label: ECG, Data: -0.1419032888115037
Patient ID: 7, Timestamp: 1746967360897, Label: ECG, Data: -0.07342316478344305
Patient ID: 77, Timestamp: 1746967360897, Label: ECG, Data: -0.5246985069519836
Patient ID: 24, Timestamp: 1746967360897, Label: ECG, Data: -0.5333983543831596
